PATHWAY_URI	DATASOURCE	DISPLAY_NAME	ALL_NAMES	NUM_DIRECT_COMPONENT_OR_STEP_PROCESSES
http://identifiers.org/reactome/R-HSA-5619102	Reactome	SLC transporter disorders	SLC transporter disorders;	142
http://identifiers.org/reactome/R-HSA-5619101	Reactome	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG);	2
http://identifiers.org/reactome/R-HSA-5619109	Reactome	Defective SLC6A2 causes orthostatic intolerance (OI)	Defective SLC6A2 causes orthostatic intolerance (OI);	2
http://identifiers.org/reactome/R-HSA-5619108	Reactome	Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)	Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS);	2
http://identifiers.org/reactome/R-HSA-5619039	Reactome	Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)	Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN);	2
http://identifiers.org/reactome/R-HSA-5619037	Reactome	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F);	2
http://identifiers.org/reactome/R-HSA-5619036	Reactome	Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)	Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6);	2
http://identifiers.org/reactome/R-HSA-5619035	Reactome	Defective SLC17A5 causes Salla disease (SD) and ISSD	Defective SLC17A5 causes Salla disease (SD) and ISSD;	2
http://identifiers.org/reactome/R-HSA-5619058	Reactome	Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)	Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR);	2
http://identifiers.org/reactome/R-HSA-5619056	Reactome	Defective HK1 causes hexokinase deficiency (HK deficiency)	Defective HK1 causes hexokinase deficiency (HK deficiency);	2
http://identifiers.org/reactome/R-HSA-5619055	Reactome	Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)	Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI);	2
http://identifiers.org/reactome/R-HSA-5619054	Reactome	Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)	Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA);	2
http://identifiers.org/reactome/R-HSA-5619053	Reactome	Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)	Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP);	2
http://identifiers.org/reactome/R-HSA-5619052	Reactome	Defective SLC9A9 causes autism 16 (AUTS16)	Defective SLC9A9 causes autism 16 (AUTS16);	2
http://identifiers.org/reactome/R-HSA-5619050	Reactome	Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4), distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)	Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4), distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA);	2
http://identifiers.org/reactome/R-HSA-5619049	Reactome	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages);	2
http://identifiers.org/reactome/R-HSA-5619048	Reactome	Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)	Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1);	2
http://identifiers.org/reactome/R-HSA-5619047	Reactome	Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)	Defective SLC2A9 causes hypouricemia renal 2 (RHUC2);	2
http://identifiers.org/reactome/R-HSA-5619046	Reactome	Defective SLC26A4 causes Pendred syndrome (PDS)	Defective SLC26A4 causes Pendred syndrome (PDS);	2
http://identifiers.org/reactome/R-HSA-5619045	Reactome	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM);	2
http://identifiers.org/reactome/R-HSA-5619044	Reactome	Defective SLC6A19 causes Hartnup disorder (HND)	Defective SLC6A19 causes Hartnup disorder (HND);	2
http://identifiers.org/reactome/R-HSA-5619043	Reactome	Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)	Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1);	2
http://identifiers.org/reactome/R-HSA-5619042	Reactome	Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)	Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN);	2
http://identifiers.org/reactome/R-HSA-5619041	Reactome	Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)	Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG);	2
http://identifiers.org/reactome/R-HSA-5619040	Reactome	Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)	Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1);	2
http://identifiers.org/reactome/R-HSA-5619079	Reactome	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria;	2
http://identifiers.org/reactome/R-HSA-5619078	Reactome	Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)	Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C);	2
http://identifiers.org/reactome/R-HSA-5619077	Reactome	Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)	Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D);	2
http://identifiers.org/reactome/R-HSA-5619076	Reactome	Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)	Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25);	2
http://identifiers.org/reactome/R-HSA-5619073	Reactome	Defective GCK causes maturity-onset diabetes of the young 2 (MODY2)	Defective GCK causes maturity-onset diabetes of the young 2 (MODY2);	2
http://identifiers.org/reactome/R-HSA-5619072	Reactome	Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)	Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M);	2
http://identifiers.org/reactome/R-HSA-5619071	Reactome	Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)	Defective SLC22A12 causes renal hypouricemia 1 (RHUC1);	2
http://identifiers.org/reactome/R-HSA-5619070	Reactome	Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)	Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT);	2
http://identifiers.org/reactome/R-HSA-5619068	Reactome	Defective SLC2A10 causes arterial tortuosity syndrome (ATS)	Defective SLC2A10 causes arterial tortuosity syndrome (ATS);	2
http://identifiers.org/reactome/R-HSA-5619067	Reactome	Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)	Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA);	2
http://identifiers.org/reactome/R-HSA-5619066	Reactome	Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)	Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1);	2
http://identifiers.org/reactome/R-HSA-5619063	Reactome	Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)	Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS);	2
http://identifiers.org/reactome/R-HSA-5619062	Reactome	Defective SLC1A3 causes episodic ataxia 6 (EA6)	Defective SLC1A3 causes episodic ataxia 6 (EA6);	2
http://identifiers.org/reactome/R-HSA-5619061	Reactome	Defective SLC33A1 causes spastic paraplegia 42 (SPG42)	Defective SLC33A1 causes spastic paraplegia 42 (SPG42);	2
http://identifiers.org/reactome/R-HSA-5619060	Reactome	Defective CP causes aceruloplasminemia (ACERULOP)	Defective CP causes aceruloplasminemia (ACERULOP);	2
http://identifiers.org/reactome/R-HSA-5619099	Reactome	Defective AVP causes neurohypophyseal diabetes insipidus (NDI)	Defective AVP causes neurohypophyseal diabetes insipidus (NDI);	2
http://identifiers.org/reactome/R-HSA-5619098	Reactome	Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)	Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS);	2
http://identifiers.org/reactome/R-HSA-5619097	Reactome	Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)	Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH);	2
http://identifiers.org/reactome/R-HSA-5619096	Reactome	Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)	Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1);	2
http://identifiers.org/reactome/R-HSA-5619095	Reactome	Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)	Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2);	2
http://identifiers.org/reactome/R-HSA-5619094	Reactome	Variant SLC6A14 may confer susceptibility towards obesity	Variant SLC6A14 may confer susceptibility towards obesity;	2
http://identifiers.org/reactome/R-HSA-5619092	Reactome	Defective SLC9A6 causes X-linked, syndromic mental retardation,, Christianson type (MRXSCH)	Defective SLC9A6 causes X-linked, syndromic mental retardation,, Christianson type (MRXSCH);	2
http://identifiers.org/reactome/R-HSA-5619089	Reactome	Defective SLC6A5 causes hyperekplexia 3 (HKPX3)	Defective SLC6A5 causes hyperekplexia 3 (HKPX3);	2
http://identifiers.org/reactome/R-HSA-5619088	Reactome	Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)	Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ);	2
http://identifiers.org/reactome/R-HSA-5619087	Reactome	Defective SLC12A3 causes Gitelman syndrome (GS)	Defective SLC12A3 causes Gitelman syndrome (GS);	2
http://identifiers.org/reactome/R-HSA-5619085	Reactome	Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)	Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1);	2
http://identifiers.org/reactome/R-HSA-5619084	Reactome	ABC transporter disorders	ABC transporter disorders;	30
http://identifiers.org/reactome/R-HSA-5619083	Reactome	Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)	Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS);	2
http://identifiers.org/reactome/R-HSA-5619081	Reactome	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS);	2
http://pathwaycommons.org/pc2/Pathway_238872d2ba56a45cd8f31957b1e52d0f	HumanCyc	D-myo-inositol (1,3,4)-trisphosphate biosynthesis	D-myo-inositol (1,3,4)-trisphosphate biosynthesis;	58
http://pathwaycommons.org/pc2/Pathway_3d89bd0a8e9ce8c06cbc307ccd31adc0	INOH	ATP + CoA + Citric acid = ADP + Acetyl-CoA + Oxaloacetic acid + Orthophosphate ( Lysine degradation ) 	ATP + CoA + Citric acid = ADP + Acetyl-CoA + Oxaloacetic acid + Orthophosphate ( Lysine degradation ) ;	2
http://pathwaycommons.org/pc2/Pathway_4e473f397261b67f85116115df24c826	INOH	Caspase3 activation signaling ( Fas signaling pathway ) 	Caspase3 activation signaling ( Fas signaling pathway ) ;	3
http://pathwaycommons.org/pc2/Pathway_f8a755b3d78bf9e0d6bce6fb063060a7	INOH	Gene expression of IL2 by AP-1 ( CD4 T cell receptor signaling ) 	Gene expression of IL2 by AP-1 ( CD4 T cell receptor signaling ) ;	2
http://identifiers.org/reactome/R-HSA-388841	Reactome	Costimulation by the CD28 family	Costimulation by the CD28 family;	19
http://pathwaycommons.org/pc2/Pathway_1d37e4917ffea3abd6fefbe484d32787	pid	Beta3 integrin cell surface interactions	"integrin3_pathway;""Beta3 integrin cell surface interactions"";"	36
http://identifiers.org/reactome/R-HSA-388396	Reactome	GPCR downstream signaling	GPCR downstream signaling;	14
http://identifiers.org/reactome/R-HSA-388479	Reactome	Vasopressin-like receptors	Vasopressin-like receptors;	6
http://pathwaycommons.org/pc2/Pathway_c8756a1a3387f37ec4a81bcea3b72eb8	INOH	L-Alanine + 2-Oxo-glutaric acid = Pyruvic acid + L-Glutamic acid ( Glutamic acid and Glutamine metabolism ) 	L-Alanine + 2-Oxo-glutaric acid = Pyruvic acid + L-Glutamic acid ( Glutamic acid and Glutamine metabolism ) ;	3
http://identifiers.org/reactome/R-HSA-1632852	Reactome	Macroautophagy	Macroautophagy;	95
http://pathwaycommons.org/pc2/Pathway_f06b46385d9e9d9771b336112eef5837	pid	Beta5 beta6 beta7 and beta8 integrin cell surface interactions	"Beta5 beta6 beta7 and beta8 integrin cell surface interactions;""integrin5_pathway"";"	14
http://pathwaycommons.org/pc2/Pathway_66834a6bda4dec9fbc8ddc52b1a3666d	INOH	5'-Phospho-ribosyl-5-amino-imidazole-4-carboxylic acid = 5'-Phospho-ribosyl-5-amino-imidazole + CO2 ( Purine nucleotides and Nucleosides metabolism ) 	5'-Phospho-ribosyl-5-amino-imidazole-4-carboxylic acid = 5'-Phospho-ribosyl-5-amino-imidazole + CO2 ( Purine nucleotides and Nucleosides metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_99e683a77ee273cbdaf5755e35d2668d	NetPath	TGF_beta_Receptor	TGF_beta_Receptor;	471
http://pathwaycommons.org/pc2/Pathway_0e7bb100e17e8dfa96dc182d449f1641	INOH	Expression of cecropin by Relish ( Drosophila IMD pathway ) 	Expression of cecropin by Relish ( Drosophila IMD pathway ) ;	3
http://pathwaycommons.org/pc2/Pathway_4cd72cb9ac9ff0e24c62f6643badf626	pid	Atypical NF-kappaB pathway	"Atypical NF-kappaB pathway;""nfkappabatypicalpathway"";"	36
http://identifiers.org/reactome/R-HSA-1358803	Reactome	Downregulation of ERBB2:ERBB3 signaling	Downregulation of ERBB2:ERBB3 signaling;	21
http://pathwaycommons.org/pc2/Pathway_a1bb1983d624725d2e45e6933b353d89	SMPDB	Acenocoumarol inhibition of Vitamin K epoxide reductase complex subunit 1	Acenocoumarol inhibition of Vitamin K epoxide reductase complex subunit 1;	2
http://pathwaycommons.org/pc2/Pathway_c60f9c536cfc9f777bf76baa50f4c643	HumanCyc	citrulline-nitric oxide cycle	"nitric oxide biosynthesis II;""citrulline-NO cycle"";""citrulline-nitric oxide cycle"";"	52
http://pathwaycommons.org/pc2/Pathway_de3318ed29df444be310d129d60f1234	INOH	Gene expression of smad7 by R-smad:smad4 ( TGF-beta_super_family_signaling_pathway(canonical) ) 	Gene expression of smad7 by R-smad:smad4 ( TGF-beta_super_family_signaling_pathway(canonical) ) ;	3
http://pathwaycommons.org/pc2/Pathway_f8851fd6910c9bb087f770f4589168db	HumanCyc	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	"GDP-L-fucose biosynthesis I (de novo synthesis);""GDP-L-fucose biosynthesis I (from GDP-D-mannose)"";"	8
http://pathwaycommons.org/pc2/Pathway_92879c4a99df040455ee02f1343ab925	INOH	Nicotinamide D-ribonucleotide + Pyrophosphate = Nicotinamide + D-5-Phospho-ribosyl 1-diphosphate ( Nicotinate and Nicotinamide metabolism ) 	Nicotinamide D-ribonucleotide + Pyrophosphate = Nicotinamide + D-5-Phospho-ribosyl 1-diphosphate ( Nicotinate and Nicotinamide metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_582e135c6453318a802b75743fada4bb	INOH	Negative regulation of gene expression ( Insulin receptor signaling (D. melanogaster) ) 	Negative regulation of gene expression ( Insulin receptor signaling (D. melanogaster) ) ;	6
http://pathwaycommons.org/pc2/Pathway_58b97ed9846700828dc247c211814996	SMPDB	Intestinal Microflora	Intestinal Microflora;	2
http://pathwaycommons.org/pc2/Pathway_e275dc91426ba2afbbe6345d9078560a	pid	C-MYB transcription factor network	"cmyb_pathway;""C-MYB transcription factor network"";"	165
http://pathwaycommons.org/pc2/Pathway_ed3886eed183b26206a4892f5c60978c	HumanCyc	oxidative ethanol degradation III	oxidative ethanol degradation III;	42
http://pathwaycommons.org/pc2/Pathway_a1345b1e8c86f22af8eb2a0eec7b18e3	INOH	(S)-3-Hydroxy-3-methyl-glutaryl-CoA = Acetyl-CoA + Acetoacetic acid ( Pyruvate metabolism ) 	(S)-3-Hydroxy-3-methyl-glutaryl-CoA = Acetyl-CoA + Acetoacetic acid ( Pyruvate metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_b6fe3d6d428bdc684a837571a9b21fd8	INOH	G alpha s GDP-GTP exchange signaling ( GPCR signaling (G alpha q) ) 	G alpha s GDP-GTP exchange signaling ( GPCR signaling (G alpha q) ) ;	2
http://pathwaycommons.org/pc2/Pathway_672f411f3e3e84b879ed39867851d05b	HumanCyc	NAD salvage pathway III	"nicotinamide riboside salvage pathway;""NAD salvage pathway III"";""nicotinamide adenine dinucleotide salvage"";"	14
http://pathwaycommons.org/pc2/Pathway_10c439ec3099009a3785a4861e5cdfa5	HumanCyc	methylglyoxal degradation III	methylglyoxal degradation III;	14
http://pathwaycommons.org/pc2/Pathway_306fa90e1556f2b5f6d97bd5d96db0c7	INOH	L-Serine + Pyruvic acid = Hydroxy-pyruvic acid + L-Alanine ( Glycine and Serine metabolism ) 	L-Serine + Pyruvic acid = Hydroxy-pyruvic acid + L-Alanine ( Glycine and Serine metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_7910e4d2f00a278726c1811eebf133da	INOH	Nicotinamide D-ribonucleotide + ATP = NAD+ + Pyrophosphate ( Nicotinate and Nicotinamide metabolism ) 	Nicotinamide D-ribonucleotide + ATP = NAD+ + Pyrophosphate ( Nicotinate and Nicotinamide metabolism ) ;	3
http://pathwaycommons.org/pc2/Pathway_ca842fcf1ff9af47760106bbd12dfc6b	pid	Glucocorticoid receptor regulatory network	"reg_gr_pathway;""Glucocorticoid receptor regulatory network"";"	156
http://pathwaycommons.org/pc2/Pathway_6e7db9974bcec8aa66a582de375b0630	pid	Alternative NF-kappaB pathway	"nfkappabalternativepathway;""Alternative NF-kappaB pathway"";"	15
http://pathwaycommons.org/pc2/Pathway_5b32db1e6d09811bd0929096b9a6d903	INOH	D-Glycerate 2-phosphate = Phosphoenol-pyruvic acid + H2O ( Glycolysis and Gluconeogenesis ) 	D-Glycerate 2-phosphate = Phosphoenol-pyruvic acid + H2O ( Glycolysis and Gluconeogenesis ) ;	4
http://identifiers.org/reactome/R-HSA-1912399	Reactome	Pre-NOTCH Processing in the Endoplasmic Reticulum	Pre-NOTCH Processing in the Endoplasmic Reticulum;	6
http://identifiers.org/reactome/R-HSA-1912422	Reactome	Pre-NOTCH Expression and Processing	Pre-NOTCH Expression and Processing;	6
http://identifiers.org/reactome/R-HSA-1912420	Reactome	Pre-NOTCH Processing in Golgi	Pre-NOTCH Processing in Golgi;	26
http://identifiers.org/reactome/R-HSA-1912408	Reactome	Pre-NOTCH Transcription and Translation	Pre-NOTCH Transcription and Translation;	54
http://pathwaycommons.org/pc2/Pathway_b6809dfd222e49051d08174689a51d31	INOH	Negative regulation of (transcription by R-smad:smad4) in TGF beta super family signaling pathway ( TGF-beta_super_family_signaling_pathway(canonical) ) 	Negative regulation of (transcription by R-smad:smad4) in TGF beta super family signaling pathway ( TGF-beta_super_family_signaling_pathway(canonical) ) ;	1
http://pathwaycommons.org/pc2/Pathway_d309653464bb92ed119afb062ed58651	INOH	GTP + L-Fucose 1-phosphate = GDP-L-fucose + Pyrophosphate ( Fructose and Mannose metabolism ) 	GTP + L-Fucose 1-phosphate = GDP-L-fucose + Pyrophosphate ( Fructose and Mannose metabolism ) ;	2
http://identifiers.org/reactome/R-HSA-1295596	Reactome	Spry regulation of FGF signaling	Spry regulation of FGF signaling;	27
http://identifiers.org/reactome/R-HSA-1638074	Reactome	Keratan sulfate/keratin metabolism	Keratan sulfate/keratin metabolism;	4
http://identifiers.org/reactome/R-HSA-1638091	Reactome	Heparan sulfate/heparin (HS-GAG) metabolism	Heparan sulfate/heparin (HS-GAG) metabolism;	6
http://pathwaycommons.org/pc2/Pathway_d665b5fcafda9dd1279dd60f5d85ccce	HumanCyc	catecholamine biosynthesis	"catecholamine biosynthesis;""adrenaline biosynthesis"";""dopamine biosynthesis"";""noradrenaline biosynthesis"";"	50
http://pathwaycommons.org/pc2/Pathway_c36548b19ec4962053ddf701866bb187	HumanCyc	L-glutamine biosynthesis II (tRNA-dependent)	"glutaminyl-tRNAgln biosynthesis via transamidation;""L-glutamine biosynthesis II (tRNA-dependent)"";"	8
http://pathwaycommons.org/pc2/Pathway_4a5762489e1ee5210bfd3ab74f9e6ba4	INOH	CD4 T cell receptor signaling (through Vav, Rac and JNK cascade ( CD4 T cell receptor signaling (JNK cascade) ) 	CD4 T cell receptor signaling (through Vav, Rac and JNK cascade ( CD4 T cell receptor signaling (JNK cascade) ) ;	21
http://identifiers.org/reactome/R-HSA-1296025	Reactome	ATP sensitive Potassium channels	ATP sensitive Potassium channels;	5
http://identifiers.org/reactome/R-HSA-1296041	Reactome	Activation of G protein gated Potassium channels	Activation of G protein gated Potassium channels;	3
http://identifiers.org/reactome/R-HSA-1296067	Reactome	Potassium transport channels	Potassium transport channels;	3
http://identifiers.org/reactome/R-HSA-1296065	Reactome	Inwardly rectifying K+ channels	Inwardly rectifying K+ channels;	8
http://identifiers.org/reactome/R-HSA-1296061	Reactome	HCN channels	HCN channels;	5
http://identifiers.org/reactome/R-HSA-1296053	Reactome	Classical Kir channels	Classical Kir channels;	3
http://identifiers.org/reactome/R-HSA-1296059	Reactome	G protein gated Potassium channels	G protein gated Potassium channels;	2
http://identifiers.org/reactome/R-HSA-1296052	Reactome	Ca activated K+ channels	"Ca activated K+ channels;""Ca2+ activated K+ channels"";"	5
http://identifiers.org/reactome/R-HSA-1296071	Reactome	Potassium Channels	Potassium Channels;	10
http://identifiers.org/reactome/R-HSA-1296072	Reactome	Voltage gated Potassium channels	Voltage gated Potassium channels;	3
http://pathwaycommons.org/pc2/Pathway_bdb238bd98437baa87f820e4e5effaf3	pid	p75(NTR)-mediated signaling	"p75(NTR)-mediated signaling;""p75ntrpathway"";"	100
http://pathwaycommons.org/pc2/Pathway_70f56e68d1ec16af3148d68f14eaefd0	SMPDB	One Carbon Pool by Folate	One Carbon Pool by Folate;	2
http://pathwaycommons.org/pc2/Pathway_c58b25b08a18d4a806f0bfc3cd10c72f	INOH	p38 cascade ( Toll-like receptor signaling pathway (p38 cascade) ) 	p38 cascade ( Toll-like receptor signaling pathway (p38 cascade) ) ;	8
http://identifiers.org/reactome/R-HSA-1296346	Reactome	Tandem pore domain potassium channels	Tandem pore domain potassium channels;	12
http://pathwaycommons.org/pc2/Pathway_c836fb4015e205786e45f5491242e86f	INOH	Citric acid = cis-Aconitic acid + H2O ( Citrate cycle ) 	Citric acid = cis-Aconitic acid + H2O ( Citrate cycle ) ;	3
http://identifiers.org/reactome/R-HSA-880009	Reactome	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate;	13
http://pathwaycommons.org/pc2/Pathway_36ce818a58165d8fdb43b0dabbed6e85	HumanCyc	folate polyglutamylation	folate polyglutamylation;	32
http://identifiers.org/reactome/R-HSA-512988	Reactome	Interleukin-3, 5 and GM-CSF signaling	Interleukin-3, 5 and GM-CSF signaling;	60
http://pathwaycommons.org/pc2/Pathway_cd4c0fe17e20bd4f84efa1d4e2bedfc8	INOH	Phospholipase C gamma signaling ( B cell receptor signaling ) 	Phospholipase C gamma signaling ( B cell receptor signaling ) ;	5
http://identifiers.org/reactome/R-HSA-170145	Reactome	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes;	6
http://identifiers.org/reactome/R-HSA-947581	Reactome	Molybdenum cofactor biosynthesis	Molybdenum cofactor biosynthesis;	18
http://identifiers.org/reactome/R-HSA-3301854	Reactome	Nuclear Pore Complex (NPC) Disassembly	Nuclear Pore Complex (NPC) Disassembly;	6
http://pathwaycommons.org/pc2/Pathway_3cb2e983f3fc94675d8a4164e2386476	INOH	ERK cascade ( GPCR GroupI metabotropic glutamate receptor signaling pathway ) 	ERK cascade ( GPCR GroupI metabotropic glutamate receptor signaling pathway ) ;	4
http://pathwaycommons.org/pc2/Pathway_ae1b3eb8b9145701dad9fba4d4cce09a	pid	Class I PI3K signaling events mediated by Akt	"pi3kciaktpathway;""Class I PI3K signaling events mediated by Akt"";"	54
http://pathwaycommons.org/pc2/Pathway_fea38ec3e194fb3b2841cd21d1634ce1	HumanCyc	acetate conversion to acetyl-CoA	acetate conversion to acetyl-CoA;	14
http://pathwaycommons.org/pc2/Pathway_1e9b7fa95814ee9730e772e7f6c9ca44	INOH	Activation of Smo ( Hedgehog signaling pathway ) 	Activation of Smo ( Hedgehog signaling pathway ) ;	5
http://pathwaycommons.org/pc2/Pathway_1c67b679c84291fdf7e9f90320620b94	INOH	D-Glucose 6-phosphate = D-Fructose 6-phosphate ( Pentose phosphate cycle ) 	D-Glucose 6-phosphate = D-Fructose 6-phosphate ( Pentose phosphate cycle ) ;	2
http://pathwaycommons.org/pc2/Pathway_917c11b752c70b22a9bb628df68ad70f	INOH	JNK cascade ( Toll-like receptor signaling pathway (through JNK cascade) ) 	JNK cascade ( Toll-like receptor signaling pathway (through JNK cascade) ) ;	8
http://pathwaycommons.org/pc2/Pathway_81b747b34f75519610cacb283fa66d6f	HumanCyc	tryptophan degradation X (mammalian, via tryptamine)	tryptophan degradation X (mammalian, via tryptamine);	18
http://pathwaycommons.org/pc2/Pathway_5bdc173f6b3625d76444c458f9e4e327	pid	Presenilin action in Notch and Wnt signaling	"ps1pathway;""Presenilin action in Notch and Wnt signaling"";"	59
http://pathwaycommons.org/pc2/Pathway_a5b7d10cb9c64581f80aa118ad120a1d	HumanCyc	flavin biosynthesis IV (mammalian)	"riboflavin (vitamin B2) metabolism;""flavin biosynthesis IV (mammalian)"";"	8
http://pathwaycommons.org/pc2/Pathway_d7e4f4d370729c9745d1b5cead4bb0f1	INOH	ATP + dTDP = ADP + dTTP ( Pyrimidine Nucleotides and Nucleosides metabolism ) 	ATP + dTDP = ADP + dTTP ( Pyrimidine Nucleotides and Nucleosides metabolism ) ;	8
http://pathwaycommons.org/pc2/Pathway_71cb45acb3e43323bc18ff714ba22ccc	HumanCyc	dolichol and dolichyl phosphate biosynthesis	dolichol and dolichyl phosphate biosynthesis;	14
http://pathwaycommons.org/pc2/Pathway_1fafbe3f40486c311f6f544eeb861682	INOH	Negative regulation of heterotrimeric GPCR signaling pathway (through G alpha s) ( GPCR signaling (cholera toxin) ) 	Negative regulation of heterotrimeric GPCR signaling pathway (through G alpha s) ( GPCR signaling (cholera toxin) ) ;	1
http://identifiers.org/reactome/R-HSA-3304356	Reactome	SMAD2/3 Phosphorylation Motif Mutants in Cancer	SMAD2/3 Phosphorylation Motif Mutants in Cancer;	5
http://identifiers.org/reactome/R-HSA-3304351	Reactome	Signaling by TGF-beta Receptor Complex in Cancer	Signaling by TGF-beta Receptor Complex in Cancer;	8
http://identifiers.org/reactome/R-HSA-3304349	Reactome	Loss of Function of SMAD2/3 in Cancer	Loss of Function of SMAD2/3 in Cancer;	4
http://identifiers.org/reactome/R-HSA-3304347	Reactome	Loss of Function of SMAD4 in Cancer	Loss of Function of SMAD4 in Cancer;	2
